SEP=,
------------------------------------------------ INICIO DE LA TOMA DE DATOS -------------------------------------------------
Temperatura,Humedad,Presion,Indice de calor,Latitud,Longitud,Altitud,Nivel de CO2 PPM,Niveles de TVOC PPB,Temperatura reportada por el CCS,Fecha/hora de la muestra,
27.71,18.00,979.90,25.13,1000.000000,1000.000000,0.00,0,0,0,,
27.72,18.00,979.92,26.03,1000.000000,1000.000000,0.00,0,0,107,,
27.72,18.00,979.88,26.03,1000.000000,1000.000000,0.00,0,0,107,,
27.73,18.00,979.89,26.03,1000.000000,1000.000000,0.00,400,0,107,,
27.74,19.00,979.90,26.06,1000.000000,1000.000000,0.00,407,1,107,,
27.74,19.00,979.97,26.06,1000.000000,1000.000000,0.00,400,0,107,,
27.75,19.00,979.92,26.06,1000.000000,1000.000000,0.00,400,0,107,,
27.74,19.00,979.93,26.06,1000.000000,1000.000000,0.00,400,0,107,,
27.74,19.00,979.89,26.06,1000.000000,1000.000000,0.00,400,0,108,,
27.74,19.00,979.93,26.06,1000.000000,1000.000000,0.00,402,0,108,,
27.75,19.00,979.93,26.06,1000.000000,1000.000000,0.00,400,0,108,,
27.75,19.00,979.92,26.06,1000.000000,1000.000000,0.00,400,0,108,,
27.75,19.00,979.92,26.06,1000.000000,1000.000000,0.00,400,0,108,,
27.77,18.00,979.95,26.03,1000.000000,1000.000000,0.00,400,0,109,,
27.77,18.00,979.88,26.03,1000.000000,1000.000000,0.00,400,0,109,,
27.77,18.00,979.95,26.03,1000.000000,1000.000000,0.00,400,0,108,,
27.77,18.00,979.93,26.03,1000.000000,1000.000000,0.00,400,0,109,,
27.78,18.00,979.89,26.03,1000.000000,1000.000000,0.00,400,0,109,,
27.78,18.00,979.91,26.03,1000.000000,1000.000000,0.00,400,0,109,,
27.79,19.00,979.91,26.06,1000.000000,1000.000000,0.00,400,0,109,,
27.80,19.00,979.91,26.06,1000.000000,1000.000000,0.00,400,0,109,,
27.80,19.00,979.96,26.06,1000.000000,1000.000000,0.00,403,0,109,,
27.80,19.00,979.93,26.06,1000.000000,1000.000000,0.00,454,8,109,,
27.81,19.00,979.83,26.06,1000.000000,1000.000000,0.00,454,8,109,,
27.81,19.00,979.95,26.06,1000.000000,1000.000000,0.00,793,59,109,,
27.82,19.00,979.92,26.06,1000.000000,1000.000000,0.00,1041,97,109,,
27.83,19.00,979.94,26.06,1000.000000,1000.000000,0.00,7992,1156,109,,
27.83,19.00,979.85,26.06,1000.000000,1000.000000,0.00,7992,1156,109,,
27.85,19.00,979.91,26.06,1000.000000,1000.000000,0.00,7992,1156,109,,
27.87,19.00,979.95,26.06,1000.000000,1000.000000,0.00,3653,495,109,,
27.87,19.00,979.91,26.06,1000.000000,1000.000000,0.00,7992,1156,109,,
27.87,19.00,979.91,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.89,19.00,979.93,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.90,19.00,979.94,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.90,19.00,979.94,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.91,19.00,979.89,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.90,19.00,979.90,26.06,1000.000000,1000.000000,0.00,7992,1156,110,,
27.92,19.00,979.91,26.06,1000.000000,1000.000000,0.00,5069,711,110,,
27.93,19.00,979.91,26.06,1000.000000,1000.000000,0.00,7992,1156,111,,
27.94,19.00,979.88,26.06,1000.000000,1000.000000,0.00,7992,1156,111,,
27.93,19.00,979.85,26.06,1000.000000,1000.000000,0.00,7992,1156,111,,
27.96,19.00,979.90,26.06,1000.000000,1000.000000,0.00,7992,1156,111,,
27.98,19.00,979.92,26.06,1000.000000,1000.000000,0.00,7992,1156,111,,
27.98,19.00,979.90,26.06,1000.000000,1000.000000,0.00,5674,803,111,,
28.02,19.00,979.90,26.06,1000.000000,1000.000000,0.00,5674,803,111,,
28.27,19.00,979.94,26.06,1000.000000,1000.000000,0.00,7992,1156,112,,
28.54,19.00,979.96,26.06,1000.000000,1000.000000,0.00,3857,526,114,,
28.49,19.00,979.87,26.06,1000.000000,1000.000000,0.00,2311,291,114,,
28.48,19.00,979.83,26.06,1000.000000,1000.000000,0.00,2311,291,114,,
28.49,19.00,979.90,26.06,1000.000000,1000.000000,0.00,1558,176,114,,
28.46,19.00,979.82,26.06,1000.000000,1000.000000,0.00,1107,107,114,,
28.46,19.00,979.89,26.06,1000.000000,1000.000000,0.00,990,89,114,,
28.45,18.00,979.95,26.03,1000.000000,1000.000000,0.00,909,77,114,,
28.43,18.00,979.92,26.03,1000.000000,1000.000000,0.00,909,77,114,,
28.42,18.00,979.97,26.03,1000.000000,1000.000000,0.00,804,61,114,,
28.41,19.00,979.94,26.06,1000.000000,1000.000000,0.00,826,64,115,,
28.40,19.00,979.92,26.06,1000.000000,1000.000000,0.00,826,64,115,,
28.40,19.00,979.94,26.06,1000.000000,1000.000000,0.00,738,51,115,,
28.39,19.00,979.89,26.06,1000.000000,1000.000000,0.00,690,44,115,,
28.37,19.00,979.93,26.06,1000.000000,1000.000000,0.00,748,53,116,,
28.36,19.00,979.89,26.06,1000.000000,1000.000000,0.00,748,53,116,,
28.34,19.00,979.92,26.06,1000.000000,1000.000000,0.00,820,63,116,,
28.34,19.00,979.92,26.06,1000.000000,1000.000000,0.00,990,89,117,,
28.36,19.00,979.90,26.06,1000.000000,1000.000000,0.00,822,64,117,,
28.34,19.00,979.84,26.06,1000.000000,1000.000000,0.00,643,37,116,,
28.33,19.00,979.90,26.06,1000.000000,1000.000000,0.00,643,37,116,,
28.31,19.00,979.94,26.06,1000.000000,1000.000000,0.00,599,30,117,,
28.31,20.00,979.92,26.09,1000.000000,1000.000000,0.00,576,26,117,,
28.29,20.00,979.88,26.09,1000.000000,1000.000000,0.00,574,26,117,,
28.29,20.00,979.86,26.09,1000.000000,1000.000000,0.00,574,26,117,,
28.29,19.00,979.91,26.06,1000.000000,1000.000000,0.00,876,72,117,,
28.30,19.00,979.92,26.06,1000.000000,1000.000000,0.00,1235,127,118,,
28.45,19.00,979.92,26.06,1000.000000,1000.000000,0.00,1046,98,118,,
28.45,19.00,979.92,26.06,1000.000000,1000.000000,0.00,1522,170,118,,
28.40,19.00,979.85,26.06,1000.000000,1000.000000,0.00,1522,170,118,,
28.37,19.00,979.86,26.06,1000.000000,1000.000000,0.00,2975,392,120,,
28.36,19.00,979.90,26.06,1000.000000,1000.000000,0.00,1634,187,119,,
28.31,19.00,979.90,26.06,1000.000000,1000.000000,0.00,1634,187,119,,
28.29,19.00,979.90,26.06,1000.000000,1000.000000,0.00,890,74,119,,
28.27,19.00,979.90,26.06,1000.000000,1000.000000,0.00,641,36,119,,
28.24,19.00,979.91,26.06,1000.000000,1000.000000,0.00,573,26,120,,
28.22,19.00,979.87,26.06,1000.000000,1000.000000,0.00,573,26,120,,
28.22,19.00,979.91,26.06,1000.000000,1000.000000,0.00,536,20,119,,
28.24,19.00,979.93,26.06,1000.000000,1000.000000,0.00,515,17,120,,
28.25,19.00,979.91,26.06,1000.000000,1000.000000,0.00,522,18,120,,
28.24,19.00,979.83,26.06,1000.000000,1000.000000,0.00,495,14,120,,
28.26,19.00,979.92,26.06,1000.000000,1000.000000,0.00,495,14,120,,
28.27,19.00,979.87,26.06,1000.000000,1000.000000,0.00,4347,601,120,,
28.28,19.00,979.92,26.06,1000.000000,1000.000000,0.00,1369,147,119,,
28.27,19.00,979.85,26.06,1000.000000,1000.000000,0.00,736,51,120,,
28.27,19.00,979.83,26.06,1000.000000,1000.000000,0.00,736,51,120,,
28.28,19.00,979.86,26.06,1000.000000,1000.000000,0.00,680,42,120,,
28.28,19.00,979.83,26.06,1000.000000,1000.000000,0.00,1173,117,120,,
28.36,19.00,979.87,26.06,1000.000000,1000.000000,0.00,1305,137,120,,
28.37,19.00,979.80,26.06,1000.000000,1000.000000,0.00,854,69,120,,
28.36,19.00,979.87,26.06,1000.000000,1000.000000,0.00,854,69,120,,
28.36,19.00,979.85,26.06,1000.000000,1000.000000,0.00,645,37,120,,
28.35,19.00,979.89,26.06,1000.000000,1000.000000,0.00,576,26,121,,
28.34,19.00,979.90,26.06,1000.000000,1000.000000,0.00,576,26,121,,
28.33,19.00,979.80,26.06,1000.000000,1000.000000,0.00,544,21,120,,
28.34,19.00,979.85,26.06,1000.000000,1000.000000,0.00,530,19,120,,
28.40,19.00,979.88,26.06,1000.000000,1000.000000,0.00,566,25,121,,
28.41,19.00,979.87,26.06,1000.000000,1000.000000,0.00,566,25,121,,
28.40,19.00,979.86,26.06,1000.000000,1000.000000,0.00,587,28,120,,
28.40,19.00,979.92,26.06,1000.000000,1000.000000,0.00,507,16,120,,
28.39,19.00,979.87,26.06,1000.000000,1000.000000,0.00,1009,92,121,,
28.39,19.00,979.81,26.06,1000.000000,1000.000000,0.00,804,61,121,,
28.42,19.00,979.86,26.06,1000.000000,1000.000000,0.00,804,61,121,,
28.44,19.00,979.90,26.06,1000.000000,1000.000000,0.00,641,36,121,,
28.56,19.00,979.88,26.06,1000.000000,1000.000000,0.00,1099,106,121,,
28.66,19.00,979.89,26.06,1000.000000,1000.000000,0.00,1749,205,121,,
28.73,19.00,979.85,26.06,1000.000000,1000.000000,0.00,1749,205,121,,
28.74,19.00,979.91,26.06,1000.000000,1000.000000,0.00,1295,136,121,,
28.67,19.00,979.85,26.06,1000.000000,1000.000000,0.00,6770,970,121,,
28.66,19.00,979.91,26.06,1000.000000,1000.000000,0.00,1409,153,121,,
28.65,19.00,979.93,26.06,1000.000000,1000.000000,0.00,738,51,121,,
28.65,19.00,979.93,26.06,1000.000000,1000.000000,0.00,738,51,121,,
28.65,19.00,979.93,26.06,1000.000000,1000.000000,0.00,627,34,121,,
28.63,19.00,979.92,26.06,1000.000000,1000.000000,0.00,578,27,121,,
28.61,19.00,979.84,26.06,1000.000000,1000.000000,0.00,578,27,121,,
28.63,19.00,979.95,26.06,1000.000000,1000.000000,0.00,533,20,121,,
28.62,19.00,979.89,26.06,1000.000000,1000.000000,0.00,601,30,121,,
28.63,19.00,979.91,26.06,1000.000000,1000.000000,0.00,697,45,121,,
28.61,19.00,979.91,26.06,1000.000000,1000.000000,0.00,697,45,121,,
28.60,20.00,979.89,26.09,1000.000000,1000.000000,0.00,880,73,121,,
28.60,20.00,979.87,26.09,1000.000000,1000.000000,0.00,782,58,121,,
28.59,20.00,979.84,26.09,1000.000000,1000.000000,0.00,960,85,121,,
28.60,19.00,979.90,26.06,1000.000000,1000.000000,0.00,3482,469,121,,
28.61,19.00,979.91,26.06,1000.000000,1000.000000,0.00,3482,469,121,,
28.63,19.00,979.88,26.06,1000.000000,1000.000000,0.00,1790,211,121,,
28.63,19.00,979.89,26.06,1000.000000,1000.000000,0.00,7992,1156,123,,
28.64,19.00,979.83,26.06,1000.000000,1000.000000,0.00,7992,1156,123,,
28.65,19.00,979.80,26.06,1000.000000,1000.000000,0.00,7992,1156,123,,
28.68,19.00,979.76,26.06,1000.000000,1000.000000,0.00,7992,1156,126,,
28.85,19.00,979.84,26.06,1000.000000,1000.000000,0.00,7992,1156,126,,
28.94,19.00,979.80,26.06,1000.000000,1000.000000,0.00,7992,1156,128,,
29.08,19.00,979.85,26.06,1000.000000,1000.000000,0.00,7992,1156,130,,
29.13,19.00,979.90,26.06,1000.000000,1000.000000,0.00,7992,1156,130,,
29.13,19.00,979.84,26.06,1000.000000,1000.000000,0.00,7992,1156,128,,
29.19,19.00,979.86,26.72,1000.000000,1000.000000,0.00,7992,1156,130,,
29.24,19.00,979.89,26.72,1000.000000,1000.000000,0.00,7992,1156,130,,
29.27,19.00,979.87,26.72,1000.000000,1000.000000,0.00,7992,1156,130,,
29.27,20.00,979.81,26.74,1000.000000,1000.000000,0.00,7992,1156,130,,
29.31,20.00,979.84,26.74,1000.000000,1000.000000,0.00,7992,1156,132,,
29.40,20.00,979.90,26.74,1000.000000,1000.000000,0.00,7992,1156,132,,
29.46,19.00,979.86,26.72,1000.000000,1000.000000,0.00,7992,1156,132,,
29.52,19.00,979.87,26.72,1000.000000,1000.000000,0.00,2296,288,132,,
29.57,19.00,979.83,26.72,1000.000000,1000.000000,0.00,1496,166,132,,
29.66,20.00,979.85,26.74,1000.000000,1000.000000,0.00,1503,168,132,,
29.77,20.00,979.88,26.74,1000.000000,1000.000000,0.00,1503,168,132,,
29.80,20.00,979.86,26.74,1000.000000,1000.000000,0.00,1179,118,132,,
29.87,20.00,979.86,26.74,1000.000000,1000.000000,0.00,7992,1156,133,,
29.95,20.00,979.87,26.74,1000.000000,1000.000000,0.00,7992,1156,134,,
30.03,20.00,979.85,26.74,1000.000000,1000.000000,0.00,7992,1156,134,,
30.06,20.00,979.88,26.74,1000.000000,1000.000000,0.00,4134,568,133,,
30.09,20.00,979.89,26.74,1000.000000,1000.000000,0.00,1514,169,133,,
30.11,20.00,979.89,26.74,1000.000000,1000.000000,0.00,7992,1156,134,,
30.11,20.00,979.91,26.74,1000.000000,1000.000000,0.00,2921,384,134,,
30.12,20.00,979.92,26.74,1000.000000,1000.000000,0.00,2921,384,134,,
30.14,20.00,979.82,26.74,1000.000000,1000.000000,0.00,2494,319,134,,
30.17,20.00,979.87,26.74,1000.000000,1000.000000,0.00,1275,133,134,,
30.17,20.00,979.88,26.74,1000.000000,1000.000000,0.00,3961,542,134,,
30.17,20.00,979.89,26.74,1000.000000,1000.000000,0.00,3961,542,134,,
30.19,19.00,979.83,26.72,1000.000000,1000.000000,0.00,1401,152,134,,
30.20,19.00,979.81,26.72,1000.000000,1000.000000,0.00,1242,128,134,,
30.23,19.00,979.83,26.72,1000.000000,1000.000000,0.00,1242,128,134,,
30.24,20.00,979.84,26.74,1000.000000,1000.000000,0.00,2030,248,134,,
30.25,20.00,979.84,26.74,1000.000000,1000.000000,0.00,1198,121,134,,
30.26,20.00,979.86,26.74,1000.000000,1000.000000,0.00,1121,109,134,,
30.27,19.00,979.82,26.72,1000.000000,1000.000000,0.00,1032,96,134,,
30.28,19.00,979.81,26.72,1000.000000,1000.000000,0.00,1032,96,134,,
30.32,19.00,979.90,26.72,1000.000000,1000.000000,0.00,990,89,134,,
30.32,19.00,979.79,26.72,1000.000000,1000.000000,0.00,950,83,134,,
30.36,19.00,979.84,26.72,1000.000000,1000.000000,0.00,7992,1156,136,,
30.44,19.00,979.83,26.72,1000.000000,1000.000000,0.00,7992,1156,136,,
30.55,19.00,979.84,26.72,1000.000000,1000.000000,0.00,7992,1156,140,,
30.65,19.00,979.85,26.72,1000.000000,1000.000000,0.00,7992,1156,140,,
30.72,19.00,979.82,26.72,1000.000000,1000.000000,0.00,7992,1156,143,,
30.85,19.00,979.88,26.72,1000.000000,1000.000000,0.00,7992,1156,141,,
31.00,19.00,979.89,26.72,1000.000000,1000.000000,0.00,7992,1156,141,,
31.00,19.00,979.83,26.72,1000.000000,1000.000000,0.00,7992,1156,143,,
31.00,20.00,979.79,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.05,20.00,979.84,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.06,20.00,979.79,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.07,20.00,979.79,26.74,1000.000000,1000.000000,0.00,3462,466,143,,
31.11,20.00,979.82,26.74,1000.000000,1000.000000,0.00,4963,695,143,,
31.17,20.00,979.81,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.28,20.00,979.83,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.37,20.00,979.82,26.74,1000.000000,1000.000000,0.00,7992,1156,143,,
31.42,20.00,979.72,26.74,1000.000000,1000.000000,0.00,7992,1156,144,,
31.53,19.00,979.69,27.44,1000.000000,1000.000000,0.00,7992,1156,146,,
31.76,19.00,979.74,27.44,1000.000000,1000.000000,0.00,7992,1156,146,,
31.81,19.00,979.84,27.44,1000.000000,1000.000000,0.00,6231,888,146,,
31.86,19.00,979.82,27.44,1000.000000,1000.000000,0.00,7992,1156,148,,
32.06,19.00,979.87,27.44,1000.000000,1000.000000,0.00,7992,1156,148,,
32.15,19.00,979.79,27.44,1000.000000,1000.000000,0.00,7992,1156,148,,
32.26,19.00,979.81,27.44,1000.000000,1000.000000,0.00,7992,1156,148,,
32.33,19.00,979.86,27.44,1000.000000,1000.000000,0.00,7992,1156,148,,
32.33,19.00,979.79,27.44,1000.000000,1000.000000,0.00,7992,1156,149,,
32.38,19.00,979.78,27.44,1000.000000,1000.000000,0.00,7992,1156,149,,
32.56,19.00,979.83,27.44,1000.000000,1000.000000,0.00,7992,1156,149,,
32.55,19.00,979.79,27.44,1000.000000,1000.000000,0.00,7992,1156,149,,
32.54,19.00,979.80,27.44,1000.000000,1000.000000,0.00,7992,1156,151,,
32.59,19.00,979.72,27.44,1000.000000,1000.000000,0.00,7992,1156,151,,
32.64,19.00,979.80,27.44,1000.000000,1000.000000,0.00,7992,1156,151,,
32.62,19.00,979.84,28.21,1000.000000,1000.000000,0.00,7992,1156,151,,
32.64,19.00,979.80,28.21,1000.000000,1000.000000,0.00,7992,1156,151,,
32.68,19.00,979.84,28.21,1000.000000,1000.000000,0.00,7992,1156,151,,
32.68,19.00,979.74,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.68,19.00,979.76,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.72,19.00,979.75,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.76,19.00,979.80,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.80,19.00,979.81,28.21,1000.000000,1000.000000,0.00,6014,855,153,,
32.81,19.00,979.85,28.21,1000.000000,1000.000000,0.00,6014,855,153,,
32.81,19.00,979.76,28.21,1000.000000,1000.000000,0.00,2625,338,153,,
32.79,19.00,979.82,28.21,1000.000000,1000.000000,0.00,2122,262,153,,
32.78,19.00,979.77,28.21,1000.000000,1000.000000,0.00,2494,319,153,,
32.83,19.00,979.76,28.21,1000.000000,1000.000000,0.00,5810,824,153,,
32.87,19.00,979.77,28.21,1000.000000,1000.000000,0.00,5810,824,153,,
32.89,19.00,979.81,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.90,19.00,979.76,28.21,1000.000000,1000.000000,0.00,7992,1156,153,,
32.98,19.00,979.73,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.06,19.00,979.76,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.19,19.00,979.76,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.34,19.00,979.79,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.41,19.00,979.77,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.45,19.00,979.78,28.21,1000.000000,1000.000000,0.00,3064,405,154,,
33.51,19.00,979.76,28.21,1000.000000,1000.000000,0.00,3064,405,154,,
33.57,19.00,979.80,28.21,1000.000000,1000.000000,0.00,3044,402,154,,
33.61,19.00,979.74,28.21,1000.000000,1000.000000,0.00,1849,220,154,,
33.66,19.00,979.68,28.21,1000.000000,1000.000000,0.00,1626,186,154,,
33.71,19.00,979.75,28.21,1000.000000,1000.000000,0.00,1626,186,154,,
33.74,19.00,979.80,28.21,1000.000000,1000.000000,0.00,1468,162,154,,
33.80,19.00,979.81,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
33.85,19.00,979.73,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
34.02,19.00,979.70,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
34.19,19.00,979.78,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
34.27,19.00,979.76,28.21,1000.000000,1000.000000,0.00,7992,1156,154,,
34.30,18.00,979.76,29.01,1000.000000,1000.000000,0.00,7992,1156,154,,
34.41,18.00,979.78,29.01,1000.000000,1000.000000,0.00,7992,1156,154,,
34.47,18.00,979.78,29.01,1000.000000,1000.000000,0.00,5545,783,154,,
34.52,18.00,979.74,29.01,1000.000000,1000.000000,0.00,3261,435,153,,
34.57,18.00,979.78,29.01,1000.000000,1000.000000,0.00,2168,269,153,,
34.54,18.00,979.71,29.01,1000.000000,1000.000000,0.00,2168,269,153,,
34.62,18.00,979.75,29.01,1000.000000,1000.000000,0.00,3305,442,153,,
34.81,18.00,979.77,29.01,1000.000000,1000.000000,0.00,4963,695,153,,
34.96,18.00,979.76,29.01,1000.000000,1000.000000,0.00,7992,1156,153,,
35.00,17.00,979.79,28.98,1000.000000,1000.000000,0.00,6770,970,153,,
35.08,17.00,979.77,28.98,1000.000000,1000.000000,0.00,6770,970,153,,
35.11,17.00,979.74,28.98,1000.000000,1000.000000,0.00,7992,1156,153,,
35.12,18.00,979.76,29.89,1000.000000,1000.000000,0.00,2570,330,153,,
35.12,18.00,979.77,29.89,1000.000000,1000.000000,0.00,2456,313,151,,
35.23,18.00,979.70,29.89,1000.000000,1000.000000,0.00,2456,313,151,,
35.38,18.00,979.71,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.58,18.00,979.76,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.58,18.00,979.71,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.59,18.00,979.73,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.62,18.00,979.77,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.62,18.00,979.75,29.89,1000.000000,1000.000000,0.00,7992,1156,153,,
35.62,18.00,979.73,29.89,1000.000000,1000.000000,0.00,5069,711,153,,
35.67,18.00,979.71,29.89,1000.000000,1000.000000,0.00,2993,395,153,,
35.69,18.00,979.75,29.89,1000.000000,1000.000000,0.00,2993,395,153,,
35.70,17.00,979.73,29.85,1000.000000,1000.000000,0.00,6153,876,153,,
35.74,17.00,979.74,29.85,1000.000000,1000.000000,0.00,3044,402,153,,
35.75,17.00,979.73,29.85,1000.000000,1000.000000,0.00,1736,203,151,,
35.76,17.00,979.76,29.85,1000.000000,1000.000000,0.00,1431,157,151,,
35.77,17.00,979.73,29.85,1000.000000,1000.000000,0.00,1431,157,151,,
35.78,17.00,979.74,29.85,1000.000000,1000.000000,0.00,1288,135,151,,
35.79,17.00,979.74,29.85,1000.000000,1000.000000,0.00,1201,122,151,,
35.78,17.00,979.73,29.85,1000.000000,1000.000000,0.00,1107,107,151,,
